pravna_forma,nazov_meno,adresa,mesto,okres,kraj,telefonne_cislo,mail,bankove_spojenie,ico,dic
FO,SZUCSOVA MARIA,Macharova,Stebnícka Huta,Bardejov,Prešovský kraj,"421,905,633,720",interdum@pellentesquetellussem.edu,404343063/9232,12346155,1234572184
FO,Šimanská Gabriela,Mamateyova,Stebník,Bardejov,Prešovský kraj,"421,975,105,800",luctus.lobortis@et.org,431478527/1012,12346156,1234572193
FO,Šimovičová Katarína,Mariánska,Stožok,Detva,Banskobystrický kraj,"421,903,644,601",magna.Phasellus.dolor@egetdictumplacerat.com,361005159/6903,12346157,1234572202
FO,Štefančíková Zdena,Markova,Stráne pod Tatrami,Kežmarok,Prešovský kraj,"421,997,377,039",fringilla@pedenonummyut.ca,205620944/6209,12346158,1234572211
FO,Štofko Juraj,Martinengova,Stránska,Rimavská Sobota,Banskobystrický kraj,"421,924,119,145",ante.Maecenas.mi@congue.edu,010233854/9155,12346159,1234572220
FO,Švaleková Antónia,Michalská,Stránske,Žilina,Žilinský kraj,"421,921,946,910",ac.mattis.ornare@lobortis.ca,124157113/4128,12346160,1234572229
FO,TAKATSOVA GEORGINA,Mierová,Stráňany,Stará Ľubovňa,Prešovský kraj,"421,929,549,880",senectus.et.netus@est.com,690680882/2117,12346161,1234572238
FO,TALIGOVA LUBICA,Mikuláša Schneidra-Trnavského,Stráňavy,Žilina,Žilinský kraj,"421,993,664,973",ut.nulla@dui.com,609160401/9731,12346162,1234572247
FO,TAMASKOVICOVA JANA,Miletičova,Stratená,Rožňava,Košický kraj,"421,995,503,709",posuere@Loremipsumdolor.ca,082368265/1740,12346163,1234572256
FO,TEPLY IVAN,Mladej gardy,Stráža,Žilina,Žilinský kraj,"421,978,222,169",sed.orci.lobortis@cursusvestibulumMauris.com,072158240/8449,12346164,1234572265
FO,TIMAROVA GABRIELA,Mlynarovičova,Strážne,Trebišov,Košický kraj,"421,930,694,659",risus.Quisque.libero@orciUtsemper.ca,646957881/4741,12346165,1234572274
FO,TIMKO DALIBOR,Mlynské Nivy,Strážske,Michalovce,Košický kraj,"421,986,686,368",Sed.et@ligulaAeneaneuismod.ca,258759471/9633,12346166,1234572283
FO,TIRPAKOVA KVETOSLAVA,Májová,Vrbové,Piešťany,Trnavský kraj,"421,972,836,133",pellentesque@dui.ca,628014584/0628,12346167,1234572292
FO,TKACIK VLADIMIR,Márie Medveďovej,Vrbovka,Veľký Krtíš,Banskobystrický kraj,"421,975,443,300",lobortis@egestasSed.org,765178766/3601,12346168,1234572301
FO,TKACOVA JANA,Mýtna,Vrchteplá,Považská Bystrica,Trenčiansky kraj,"421,907,527,245",vitae.aliquam@accumsanlaoreetipsum.org,707043324/5693,12346169,1234572310
FO,TOBOLOVA DAGMAR,Na jarku,Vrícko,Martin,Žilinský kraj,"421,996,554,209",lorem.ipsum@ac.org,190388040/8374,12346170,1234572319
FO,TOCIK KAROL,Nábrežná,Vršatské Podhradie,Ilava,Trenčiansky kraj,"421,934,929,904",ac@iaculisquispede.com,901018099/5227,12346171,1234572328
FO,Točíková Ester,Nitrianska,Vrútky,Martin,Žilinský kraj,"421,937,022,098",eleifend.vitae@lacinia.com,674615519/4098,12346172,1234572337
FO,TOMASOVA ANDREA,Novobanská,Vtáčkovce,Košice-okolie,Košický kraj,"421,961,536,975",ac@semperauctor.edu,072721831/0229,12346173,1234572346
FO,TOMEK KAROL,Obchodná,Výborná,Kežmarok,Prešovský kraj,"421,969,922,203",rhoncus.Nullam@nequevitae.edu,182359105/2614,12346174,1234572355
FO,TOMUS TICHOMIR,Okrajová (Bratislava)Okrajová,Výčapy-Opatovce,Nitra,Nitriansky kraj,"421,997,150,866",ac@Fuscealiquet.ca,655545363/6810,12346175,1234572364
FO,Tormašiová Mária,Oleandrová,Vydrany,Dunajská Streda,Trnavský kraj,"421,988,200,899",Sed@mauris.org,022323147/7388,12346176,1234572373
FO,TOTHOVA MARIA,Ondavská,Vydrná,Púchov,Trenčiansky kraj,"421,975,916,898",erat.Etiam@nisiAeneaneget.org,814961516/9606,12346177,1234572382
FO,Tóthová Zuzana,Opálová,Vydrník,Poprad,Prešovský kraj,"421,903,211,194",lobortis@aliquam.ca,075275498/6301,12346178,1234572391
FO,TRAJCIKOVA DAGMAR,Osijecká,Vyhne,Žiar nad Hronom,Banskobystrický kraj,"421,942,268,917",tempor@netuset.org,075953003/7189,12346179,1234572400
FO,TRAUBNER PAVEL,Osuského,Východná,Liptovský Mikuláš,Žilinský kraj,"421,900,417,550",consectetuer.euismod@ante.edu,885956608/3623,12346180,1234572409
FO,TROSCAK MICHAL,Očovská,Výrava,Medzilaborce,Prešovský kraj,"421,924,434,956",ut.odio@eratvel.edu,596516365/8069,12346181,1234572418
FO,TRPISOVA MARIA,Pajštúnska,Vysočany,Bánovce nad Bebravou,Trenčiansky kraj,"421,975,872,987",at@Praesent.org,330229188/7548,12346182,1234572427
FO,TULEJOVA NADEZDA,Palisády,Vysoká,Banská Štiavnica,Banskobystrický kraj,"421,993,844,199",aliquet.diam@Fuscedolorquam.ca,384510575/7483,12346183,1234572436
FO,TULINSKA KATARINA,Palkovičova (Bratislava)Palkovičova,Vysoká,Sabinov,Prešovský kraj,"421,944,527,375",Aliquam@arcuSed.ca,073667070/3622,12346184,1234572445
FO,TURCANI PETER,Panenská,Žarnovica,Žarnovica,Banskobystrický kraj,"421,966,133,061",rhoncus.id@varius.edu,497970726/8326,12346185,1234572454
FO,TVAROZKOVA LUDMILA,Pankúchova,Žaškov,Dolný Kubín,Žilinský kraj,"421,977,077,423",Fusce.diam.nunc@inmolestietortor.org,890720467/1478,12346186,1234572463
FO,UHNAVY PETER,Panská,Žbince,Michalovce,Košický kraj,"421,975,074,735",libero@ullamcorpervelit.ca,415730610/4277,12346187,1234572472
FO,UNCOVSKA EVA,Panónska cesta,Ždaňa,Košice-okolie,Košický kraj,"421,918,059,739",eros.Nam@lacusQuisque.com,860129036/3410,12346188,1234572481
FO,Urbán Karol,Partizánska,Ždiar,Poprad,Prešovský kraj,"421,917,163,913",Donec.porttitor@tellus.edu,134929076/4835,12346189,1234572490
FO,Urbanová Tatiana,Pekníkova,Žehňa,Prešov,Prešovský kraj,"421,916,783,874",dignissim.magna@in.org,878556258/5588,12346190,1234572499
FO,URBANOVA ZUZANA,Pečnianska,Žehra,Spišská Nová Ves,Košický kraj,"421,988,063,234",magnis.dis.parturient@hendrerita.edu,222323773/9636,12346191,1234572508
FO,Ursínyová Terézia,Pifflova,Železná Breznica,Zvolen,Banskobystrický kraj,"421,905,206,463",convallis@Nunc.com,384642428/0806,12346192,1234572517
FO,VAHOVA BEATA,Planckova,Železník,Svidník,Prešovský kraj,"421,957,723,514",sed@Donecporttitor.ca,651543777/0047,12346193,1234572526
FO,Vachaľová Ivana,Pobrežná (Bratislava)Pobrežná,Želiezovce,Levice,Nitriansky kraj,"421,942,243,395",dui.augue@odioauctorvitae.edu,434707554/9791,12346194,1234572535
FO,VAJDA EMOKE,Pod Glavicou,Želmanovce,Svidník,Prešovský kraj,"421,920,234,802",vehicula@luctuslobortisClass.ca,600767383/7115,12346195,1234572544
FO,VAJDA PAVOL,Pod krížom,Želovce,Veľký Krtíš,Banskobystrický kraj,"421,906,555,988",sodales.Mauris@lobortis.org,816380637/7132,12346196,1234572553
FO,VIOLA PAVOL,Poloreckého,Žemberovce,Levice,Nitriansky kraj,"421,959,650,952",amet@libero.com,630556654/2370,12346197,1234572562
FO,VIRCIK LUDOVIT,Pri pasienku,Žemliare,Levice,Nitriansky kraj,"421,927,045,010",Proin.dolor.Nulla@Donec.org,752801964/8611,12346198,1234572571
FO,Vištanová Renáta,Pri Starom háji,Žiar,Liptovský Mikuláš,Žilinský kraj,"421,946,883,380",risus.at.fringilla@afelisullamcorper.edu,483709015/5711,12346199,1234572580
FO,Vitkovičová Anna,Pri seči,Žiar,Revúca,Banskobystrický kraj,"421,923,156,326",ultricies.ornare.elit@IntegermollisInteger.ca,135942460/5701,12346200,1234572589
FO,Vladárová Danica,Pri šanci,Žiar nad Hronom,Žiar nad Hronom,Banskobystrický kraj,"421,948,994,462",Integer@Integermollis.edu,188302139/2303,12346201,1234572598
FO,VLCKOVA EMILIA,Pribinova,Žibritov,Krupina,Banskobystrický kraj,"421,948,089,211",lacus.Quisque.imperdiet@etpede.com,861983332/7674,12346202,1234572607
FO,WEISSOVA OLGA,Prokofievova,Žihárec,Šaľa,Nitriansky kraj,"421,938,247,637",eget.venenatis@risus.edu,621633516/6380,12346203,1234572616
FO,WINKLEROVA MARTA,Prokopova,Žikava,Zlaté Moravce,Nitriansky kraj,"421,942,653,143",lacus.Aliquam.rutrum@Maurisquis.com,313441061/8952,12346204,1234572625
FO,WOLFOVA EVA,Radlinského,Žilina,Žilina,Žilinský kraj,"421,949,954,336",amet.ante.Vivamus@turpisnon.ca,128864181/5176,12346205,1234572634
FO,WZOSOVA ADRIANA,Rajčianska,Žíp,Rimavská Sobota,Banskobystrický kraj,"421,909,029,456",volutpat.nunc.sit@iaculisaliquetdiam.edu,830734868/2898,12346206,1234572643
FO,ZABORSKA ELENA,Račianska,Žipov,Prešov,Prešovský kraj,"421,977,991,381",sollicitudin.adipiscing.ligula@Maurisut.edu,078599878/5203,12346207,1234572652
FO,ZAHORSKY OSKAR,Repková,Žirany,Nitra,Nitriansky kraj,"421,933,442,442",neque.vitae.semper@luctuslobortisClass.edu,455214521/9796,12346208,1234572661
FO,Zajíčková Ivana,Romanova,Žitavany,Zlaté Moravce,Nitriansky kraj,"421,961,803,672",dapibus.gravida@Nullatincidunt.edu,525415290/2989,12346209,1234572670
FO,Zárubová Zuzana,Rovniankova,Žitavce,Nitra,Nitriansky kraj,"421,957,587,821",elementum.dui@luctusaliquet.org,842877339/5758,12346210,1234572679
FO,ZAVADILIKOVA EVA,Rusovská cesta,Žitná-Radiša,Bánovce nad Bebravou,Trenčiansky kraj,"421,921,452,160",orci@lacusvariuset.com,945801166/2182,12346211,1234572688
FO,ZELENAKOVA JANA,Röntgenova,Žlkovce,Hlohovec,Trnavský kraj,"421,928,968,534",In.nec@cursus.edu,202100539/3036,12346212,1234572697
FO,ZELIKOVA KATARINA,Sasinkova,Župčany,Prešov,Prešovský kraj,"421,960,847,151",ipsum.porta.elit@ullamcorper.ca,094574933/0447,12346213,1234572706
FO,ZEMAN JOZEF,Sedlárska,Župkov,Žarnovica,Banskobystrický kraj,"421,944,637,817",libero.dui@pede.com,178900021/0274,12346214,1234572715
